shift_id,category,note
S102816,relief_no_show,client signed for the extra hours but real reason is relief no show agn
S103400,relief_no_show,RELIEF NO SHOW AGAIN
S103567,routine_or_unclear,Covering for Naidoo - booked off sick
S103011,relief_no_show,"still on site, relief was suppose to coe six"
S106804,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S104038,handover_delay,"late handover, waiting on paperwork"
S101555,client_request,Clint ased for extra patrol after the break-in Tuesday
S105556,relief_no_show,"UMANUEL AKEZANGA NAMHLANJE, NGIMELE YENA"
S105003,routine_or_unclear,-
S107975,routine_or_unclear,no issues on site
S100140,relief_no_show,Next shift guard did not pitch. Had to cover.
S107075,routine_or_unclear,"double duty toda,y sibiya on family responsibility leave"
S106652,relief_no_show,"still on site, relief was suppoes to come 6am"
S103478,routine_or_unclear,"double dtuy today, Nkoi on family responsibility leave"
S101798,routine_or_unclear,"worked through, Cele at the clinic"
S102432,handover_delay,"oorhandiging was laat, gewag vir sleutels"
S105047,client_request,"client says stay till six, donnt know if office approved"
S101552,routine_or_unclear,"lift out of order, everything carried up stairs, took long"
S109173,routine_or_unclear,.
S103055,relief_no_show,stood in for Fourie
S106541,relief_no_show,stood in for Mavuso
S102204,handover_delay,"oorhandiging was laat, gewag vir sleutels"
S103344,client_request,"extra patrol per client email, approved by office"
S108105,routine_or_unclear,"aflos het nie opgedaag nie, moes aanbly"
S102382,routine_or_unclear,"gate motor failed, manned it by hand till 06:00"
S106979,relief_no_show,"covering mthembu post, no show no call"
S101551,relief_no_show,"no replacement sent, ngicela sort this out"
S103691,client_request,Client reuested deep clean before the audit - approved
S100590,routine_or_unclear,"tok mahlangu shift as wll, 2 posts 1 guard"
S104130,relief_no_show,"no replacement sent, ngicela sort this out"
S101805,equipment_failure,"masjien is stukkend, alls met die hand gedoen"
S107050,routine_or_unclear,"took Nosi shift as well, 2 pots 1 guard"
S100586,relief_no_show,Next shift guard did not pitch. Had to cover.
S106664,relief_no_show,"Mabaso didnt come in, covered the post"
S106280,client_request,Client requested deep clean before the audit - approved
S105325,relief_no_show,"Zulu didnt come in, covered the post"
S101883,routine_or_unclear,"buffer machine kaput, did the floor by hand"
S108332,client_request,"stocktake ran over, client asked us to remain, they knnow tey pay for it"
S104275,client_request,"stocktake ran over, client asked us to remai,n they know they pay for it"
S101278,routine_or_unclear,ok
S106650,routine_or_unclear,"worked through, Tshabalala at the clinic"
S109304,equipment_failure,"MAASJIEN IS STUKKEND, ALLES MET DIE HAND GEDOEN"
S100889,client_request,"cllient wanted extra man on the gate for the event, approved"
S109279,routine_or_unclear,ntr
S101961,routine_or_unclear,fine
S108951,routine_or_unclear,quiet shift
S105579,routine_or_unclear,"lift out of order, everything carried up stairs, took long"
S103829,routine_or_unclear,"worked through, Jaobs at the clinic"
S105821,client_request,"extra patrol per clent email, approved by office"
S101230,routine_or_unclear,ntr
S106561,routine_or_unclear,"srubber broke down, had to do the floor manually"
S104974,routine_or_unclear,all quiet
S103973,routine_or_unclear,Covering for Sibiya - booked off sick
S100485,handover_delay,shiift handover delayed by 30 min
S100306,client_request,Client requested deep clean before the audit - approved
S105701,handover_delay,"handover late agn, keys missing !"
S103796,relief_no_show,no relief. stayed. someone must please sort the roster
S106442,routine_or_unclear,nothing to report
S108776,relief_no_show,stood in for Ndlovu
S104245,handover_delay,"oorhandiging was laat, gewag vir sleutels"
S105429,equipment_failure,"generator fault, stayed to monitor"
S104642,relief_no_show,"uDlamini akezanga namhlanje, ngimele yena"
S104321,routine_or_unclear,quiet shift
S102395,routine_or_unclear,"aflos het nie opgedaag nie, moes aanbly"
S100719,relief_no_show,no relief. stayed. someone must pls sort the roster
S100928,handover_delay,"handover late agn, keys missing"
S108001,relief_no_show,stood in for zuul
S107901,handover_delay,"late handover, waiting on paperwork"
S102369,relief_no_show,Next shift guard did not pitch. Had to cover.
S108833,routine_or_unclear,"buffer machine kaput, did the floor by hand.."
S107059,routine_or_unclear,"worked through, Dlamini at the clinic.."
S101604,client_request,"client wanted etra man on the gate for the event, approved.."
S107331,relief_no_show,"covering Wyk post, no show no call"
S103251,routine_or_unclear,all quiet
S102109,routine_or_unclear,all good
S103776,client_request,"client asked us to stay for the delivery, ok'd by centre mgmt"
S104996,routine_or_unclear,"additional cover requested by site manager, signed off"
S107964,relief_no_show,"covering Mavuso post, no show no call !"
S107361,relief_no_show,"control room says relief coming, nobody came"
S106102,routine_or_unclear,fine
S104779,relief_no_show,double shift bc relief never pitched
S107267,routine_or_unclear,no issues on site
S109331,routine_or_unclear,n/a
S100873,routine_or_unclear,as per normal
S108180,equipment_failure,"generator fault, stayed to monitor"
S103781,routine_or_unclear,"additional cover requested by site manager, signed off.."
S105156,relief_no_show,double shift because relief never pitched
S100630,relief_no_show,"Dlamini didnt come in, covered the post"
S101058,routine_or_unclear,"took Fourie shift as well, 2 poosts 1 guard"
S108709,routine_or_unclear,all good
S102622,relief_no_show,client signed for the extra hours but real reason is relief no show again
S105088,routine_or_unclear,"Maluleke absent, took her rounds as wlel"
S102662,client_request,Client requested deeep clean before the audit - aproved..
S101209,handover_delay,"handover late again, keys missing"
S107717,relief_no_show,"Sibiya didnt come in, covered the post"
S104651,routine_or_unclear,"double duty today, Ndovu on family responsibility leave"
S100579,client_request,Centre mgr requested additional coer for stocktake
S106967,routine_or_unclear,"machine down agn, took twice as long"
S102050,routine_or_unclear,"gedk vir Sithole, siek gemeld"
S105339,relief_no_show,Covered for Mahlangu agn - 3rd time this month
S105952,routine_or_unclear,"gedek vir Sibiya, siek gemeld"
S105834,equipment_failure,"generator fault, stayed to monitor"
S104442,client_request,"client wanted extra man on the gate for the event, approved"
S104531,routine_or_unclear,"gedek vir Motaung, siek geemld"
S100817,routine_or_unclear,all good
S102880,routine_or_unclear,"scrubber broke down, had to do the floor manually"
S108544,relief_no_show,Covered for Zulu again - 3rd time this month
S108079,handover_delay,"late handover, waiting on paperwork"
S107287,routine_or_unclear,"buffer machine kaput, did the floor by hand"
S109328,client_request,extra hrs approved by client for the event setup
S102181,relief_no_show,Covered for Naidoo again - 3rd tie this month
S105471,routine_or_unclear,all good
S106973,client_request,"client asked us to stay for the delivery, ok'd by centre mgmt.."
S100088,relief_no_show,"coering Blaoyi post, no show no call.."
S105483,client_request,centre mgr requested additional covre for stocktake
S108451,routine_or_unclear,"took Botha shift as well, 2 posts 1 guard"
S100501,equipment_failure,"generator fault, styed to mointor"
S102158,relief_no_show,"uTshabalala akezanga namhlanje, ngimele yena"
S107206,routine_or_unclear,nothing to report
S108767,client_request,Client asked for extra patrol after the break-in Tuesday..
S103619,client_request,"extra patrol per client emil, approved by office"
S105340,relief_no_show,relief no show AGAIN
S106430,routine_or_unclear,fine
S100294,handover_delay,"late handover, waiting on paperwork"
S107595,routine_or_unclear,as per normal
S108470,relief_no_show,"next shift akafikanga, ngihlale kuze kube 0600"
S109238,routine_or_unclear,
S100975,handover_delay,"late handover, waiting on paperwork"
S108288,relief_no_show,"still on site, relief was suppose to come 6am"
S104068,client_request,"client wantd extra man on the gate for the event, approved"
S103397,routine_or_unclear,Covering for Khumalo - booked off sick
S104116,relief_no_show,"uMaluleke akezanga namhlanje, ngimele yena"
S103456,client_request,"extra patrol per client email, approevd by office"
S106546,relief_no_show,"khumalo didnt come in, covered the post"
S100717,relief_no_show,"next shift akafikanga, ngihlale kuze kube 6am"
S106042,client_request,client requested deep clean before the audit - approved
S104526,routine_or_unclear,n/a
S108657,client_request,client asked for extra patrol after the break--in tuesday
S100595,relief_no_show,client signed for the extra hours but real reason is relief no show agn..
S107088,routine_or_unclear,"additional cover requested by site mgr, signed off"
S107885,client_request,extra hours approved by client for the event setup
S107627,equipment_failure,"gnerator fault, stayed to monitor.."
S106573,relief_no_show,"Naidoo didt come in, covered the post"
S107746,relief_no_show,"still on site, relief was suppose to come 06h00"
S107218,routine_or_unclear,ntr
S106989,routine_or_unclear,"buffer machine kaput, did the floor by hand"
S100301,relief_no_show,"still on site, relief was suppose to come 06:00"
S104331,routine_or_unclear,"molefe absent, took her rounds as well"
S102253,routine_or_unclear,all quiet
S107504,routine_or_unclear,ok
S100384,relief_no_show,"control room says relief coming, nobody came"
S106492,routine_or_unclear,"requested by centre management for load in, signed off"
S105436,routine_or_unclear,"machine down again, took twice as long"
S102650,routine_or_unclear,all quiet
S103589,relief_no_show,relief no show AGAIN
S106553,relief_no_show,Next shift guard did not pitch. Had to cover.
S107376,relief_no_show,"next shift akafikanga, ngihlale kuze kube 6 !"
S105329,relief_no_show,double shift because relief never picthed !
S109293,handover_delay,"waited 45 min for handover, OB book not signed"
S106233,relief_no_show,Mokoena off sick. again. covered.
S106536,routine_or_unclear,"double duty today, Sithole on family responsibility leave"
S109261,handover_delay,"handover late agn, keys missing"
S103809,relief_no_show,"waited for relief, nobody caame through"
S105550,routine_or_unclear,extra hrs apprvoed by clietn for the event setp
S102179,handover_delay,"waited 40 min for handover, OB book not signed"
S102377,handover_delay,"late handover, waiting on paperwork"
S105071,relief_no_show,"no replacement sent, ngicela sort this out"
S105155,routine_or_unclear,sharp
S106680,client_request,Client asked for extra patrool after the break-in Tuesday
S107580,routine_or_unclear,"geddek vir wyk, siek gemeld"
S102879,handover_delay,"waited 25 min for handover, OB book not signed"
S101725,routine_or_unclear,ok
S105880,handover_delay,"late handover, waiting on paperwork"
S106235,routine_or_unclear,"gedek vir Tshabalala, siek gemeld"
S106457,relief_no_show,"USIBIYA AKEZANA NAMHLANJE, NGIMELE YENA.."
S106046,client_request,"extra patrol per client email, approved by office"
S107572,routine_or_unclear,-
S106375,routine_or_unclear,"still on site, relieef was suppose to come six"
S103012,routine_or_unclear,Centre mgr requested additional cover for stocktae
S109078,routine_or_unclear,ok
S101275,routine_or_unclear,.
S103735,routine_or_unclear,akukho lutho
S108835,client_request,"client wanted extra man on the gate for the event, approved"
S107894,relief_no_show,"relief only arrived 0600, stayed until then"
S108026,routine_or_unclear,"srubber broke down, had to do the floor manually"
S108082,routine_or_unclear,quiet shift
S108285,routine_or_unclear,"took Zulu shift as well, 2 posts 1 guard"
S101069,routine_or_unclear,
S107875,handover_delay,"oorhandiging was laat, gewag vir sleutels"
S103391,relief_no_show,"relief never arrived, stayed on till six"
S101905,routine_or_unclear,.
S103424,client_request,Client requested deep clean before the audit - approved
S103988,routine_or_unclear,"buffeer machine kaput, did the floor by hand"
S105735,routine_or_unclear,"worked through, sibiya at the clinic"
S102953,routine_or_unclear,"gate motoor failed, manned it by hadn till 6"
S106580,relief_no_show,"umolefe akezanga namhlanje, ngimele yena"
S108038,routine_or_unclear,"Ndlovu absent, took her rounds as well"
S103338,routine_or_unclear,"late hanodver, waiting on paperwork"
S106132,routine_or_unclear,Covering for Wyk - booked off sick
S107079,client_request,Client asked for extra patrol after the break-in Tuesday
S101822,relief_no_show,"uSibiya akezanga namhlanje, ngimele yena"
S105051,handover_delay,"handover late again, keys missing"
S103751,relief_no_show,"still on site, relief was suppose to come six"
S108478,relief_no_show,Next shift guard did not pitch. Had to cover.
S106097,routine_or_unclear,"aflos het nie opgedaag nie, moes aanbly"
S104397,routine_or_unclear,nothing to report
S108061,handover_delay,shift handover delayed by 30 min
S102528,equipment_failure,"generator fault, stayed to monitor !"
S100587,relief_no_show,Nkosi off sick. agn. coveredd.
S109297,relief_no_show,"uBotha akezanga namhlanjje, ngimele yena"
S104857,client_request,"client says stay till 06h00, dont know if office approved"
S101939,handover_delay,"waited 50 min for handover, OB book not signed"
S104803,routine_or_unclear,"took Mokoena shift as well, 2 posts 1 guard"
S103509,routine_or_unclear,"double duty today, Baloyi on family responsibility leave"
S104449,routine_or_unclear,sharp
S100032,routine_or_unclear,"control room says relef coming, nobody came"
S101590,relief_no_show,"control room says relief coming, nobody came"
S104355,routine_or_unclear,"additional cover requested by site mgr, signed off"
S103661,routine_or_unclear,"aflos het nie opgedaag nie, moes aanbly"
S102838,client_request,"client asked us to stay for the delivery, ok'd by centre mgmt.."
S106807,client_request,CLIENT ASKED FOR EXTRA PATROL AFTER THE BREAK-IN TUESDAY
S105053,client_request,klient het ekstra ure gevra vir stocktake !
S102453,routine_or_unclear,ntr
S101640,routine_or_unclear,all fine
S105352,client_request,"client says stay till six, dont know if office approved"
S106225,equipment_failure,"GENERATOR FAULT, STAYED TO MONITOR.."
S104164,routine_or_unclear,"scrubber broke don, had to do the floor manually"
S100309,relief_no_show,Jacobs off sick. ag.n covered.
S103077,routine_or_unclear,no relif. stayed. someone must please sort the roster
S102386,routine_or_unclear,"took Mabaso shift as well, 2 posts 1 guard"
S101769,routine_or_unclear,"buffer machine kaput, did the floor by hand"
S104379,relief_no_show,"uBotha akezanga namhlanje, ngimele yena"
S108123,routine_or_unclear,ntr
S101704,routine_or_unclear,"buffer machine kaput, did the floor by hand !"
S108837,routine_or_unclear,no issues on site
S103018,relief_no_show,"next shift akafikanga, ngihlale kuzze kube 06h00"
S106806,relief_no_show,"Naidoo didnt come in, covered the post.."
S106376,routine_or_unclear,"took Nkosi shift as well, 2 posts 1 guard"
S106252,routine_or_unclear,"took Naidoo shift as well, 2 posts 1 guard"
S103649,relief_no_show,"uNaidoo akezanga namhlanje, ngimele yena"
S107240,client_request,"extra patrol per client email, approved by ofice"
S108016,client_request,"client says stay till 06h00, dont know if office approved"
S104249,routine_or_unclear,all quiet
S106902,client_request,"client says stay till 0600, dont know if office approved"
S102656,routine_or_unclear,"Ngcobo absent, took her rounds as well.."
S109305,routine_or_unclear,"Mokoena absent, took her rounds as well"
S105537,routine_or_unclear,"nkosi absent, took her rounds as well !"
S102317,routine_or_unclear,nothing to report
S104575,routine_or_unclear,no issues on site
S103458,relief_no_show,no relief. stayed. someone must please sort the roster !
S102929,relief_no_show,"next shift akafikanga, ngihlale kuze kube 6"
S101338,routine_or_unclear,nothing to report
S104868,routine_or_unclear,niks om te rapporteer nie
S107133,relief_no_show,relief no show again..
S102570,relief_no_show,"sill on site, relief was spupose to come 6am"
S106476,routine_or_unclear,"lift out of order, everything carried up stairs, took lng"
S100784,routine_or_unclear,"worked through, ndlovu at the clinic.."
S106925,routine_or_unclear,"lift out of order, everything carried up stairs, took long"
S107886,handover_delay,shift handover delayed by 50 min
S102295,routine_or_unclear,"jacobs absent, took her rounds as well"
S100775,routine_or_unclear,quiet shift
S103402,routine_or_unclear,"machine down agn, took twice as long"
S105318,relief_no_show,client signed for the extra hours but real reason is relief no show agn !
S101812,routine_or_unclear,ntr
S102723,handover_delay,"oorhandiging was laat, gewag vir sleutels"
S105460,routine_or_unclear,"lift out of order, everything carried up stairs, took long"
S101597,routine_or_unclear,"double duty today, maluleke on family responsibility leave.."
S105342,relief_no_show,"umthembu akezanga namhlanje, ngimele yena"
S103470,handover_delay,shft handover dealyed by 25 min
S103005,routine_or_unclear,"took dlaminni shift as well, 2 posts 1 guard"
S107332,routine_or_unclear,"gedek vir Hendricks, siek geemeld"
S104121,client_request,client requested deep clean before the audt - approved
S103105,routine_or_unclear,fine
S105346,routine_or_unclear,"machien down agn, took twice as long"
S101120,relief_no_show,Zulu off sick. agn. covered.
S107414,routine_or_unclear,shift handovver delayed by 50 min
S100713,relief_no_show,Naidoo off sick. again. covered..
S106901,routine_or_unclear,"took mthembu shift as well, 2 pots 1 guard"
S100603,relief_no_show,"waited for relief, nobody came through"
S107506,routine_or_unclear,"took Wyk shift as well, 2 posts 1 guard"
S105585,routine_or_unclear,"scrubber broke dwn, had to do the floor mnually"
S104423,relief_no_show,"DLAMINI DIDNT COME IN, COVERED THE POST"
S104093,client_request,"client wanted extra man on the gate for the event, approved"
S109323,routine_or_unclear,"gate motor failed, manned it by hand till 6.."
S103163,routine_or_unclear,n/a
S102367,routine_or_unclear,"took Tshabalala shift as well, 2 posts 1 guadr"
S104076,routine_or_unclear,no incidents
S101592,routine_or_unclear,"additional cover requested by site mgr, signed off.."
S108943,routine_or_unclear,niks om te rapporteer nie
S108665,client_request,"client asked us to stay for the delivery, ok'd by centre mgmt"
S101471,handover_delay,"handover late agn, keys missing"
S108186,relief_no_show,COVERED FOR NDLOVU AGAIN - 3RD TIME THIS MONTH
S102372,relief_no_show,client signed for the extra hours but real reason is relief no show agn
S105629,relief_no_show,"waited for relief, nobody came through"
S100238,client_request,extra hrs approved by client for the event setup
S103418,client_request,extra hours approved by client for the event setup
S108305,client_request,klient het ekstra ure gevra vir stocktake
S102972,relief_no_show,Next shift guard did not pitch. Had to cover.
S102449,client_request,centre mgr requested additional cover for stocktake..
S104536,relief_no_show,"COVERING DLAMINI POST, NO SHOW NO CALL"
S108855,routine_or_unclear,"requested by centre management for load in, signed off"
S106382,relief_no_show,double shift bc relief never pitched
S104699,handover_delay,"waited 40 min for handover, ob book not signed"
S100284,routine_or_unclear,"double duty today, Sithole on family responsibility leave.."
S106896,client_request,Centre manager requested additional cover for stocktake
S102287,client_request,extra hrs approved by client for the event setup
S100470,relief_no_show,"covering Mabaso post, no show no call.."
S103051,routine_or_unclear,"buffer machine kaput, did the floor by hand"
S101438,handover_delay,"handover late agn, keys missing"
S104956,routine_or_unclear,-
S102887,relief_no_show,client signed for the extra hrs but real reason is relieef no show again
S105496,relief_no_show,"relief never arrived, stayed on till 06h00 !"
S107708,routine_or_unclear,Covering for Ngcobo - booked off sick
S106406,routine_or_unclear,"additional cover requested by site manager, signed off"
S101394,routine_or_unclear,
S108604,relief_no_show,"relief only arrived six, stayed until then"
S101046,routine_or_unclear,"gate motor failed, manned it by hand till six"
S106395,relief_no_show,"covering Mthembu postt, no show no call"
S108405,routine_or_unclear,"gate motor failed, manned it by hand till 06:00"
S102416,equipment_failure,"generator fault, stayed to monitor"
S104541,relief_no_show,"Adams didnt come in, covered the post"
S108993,relief_no_show,"next shift akafikanga, ngihlale kuze kube 6"
S105190,routine_or_unclear,as per normal
S106985,client_request,"extra patrol per client email, approved by officce"
S103441,relief_no_show,relief no show AGAIN
S101222,routine_or_unclear,all good
S100315,routine_or_unclear,"no repacement sent, ngicela sort this out"
S108612,relief_no_show,double shift because reief never pitched
S104092,handover_delay,"handover late agn, keys missing"
S107148,routine_or_unclear,all quiet
S109322,client_request,Client asked for extra patrol after the break-in Tuesday
S103819,relief_no_show,"uJacobs akezanga namhlanje, ngimele yena"
S101795,routine_or_unclear,"machine down agn, took twice as long.."
S106892,relief_no_show,"control room sasy relief coming, nobody came"
S100706,client_request,"cllient says stay till 6, dont know if office approved"
S100443,routine_or_unclear,all fine
S108441,routine_or_unclear,"bufefr machine kapu, did the floor by hand"
S102862,relief_no_show,"no replacement sent, ngicela sort this out"
S102601,client_request,Client asked for extra ptrol after the break-in Tuesday
S107530,relief_no_show,"uFourie akezanga namhlanje, ngimele yena"
S101714,relief_no_show,"relief only arrived 06:00, stayed until then.."
S103445,relief_no_show,no relief. stayed. someone must please sort the roster
S100171,client_request,Client asked for extra patrol after the break-in Tuesday..
S105092,routine_or_unclear,fine
S105372,routine_or_unclear,sharp
S107478,client_request,centre manager requested additional cover for stocktake
S103330,client_request,klent het ekstra ure gevra vir stocktake
S103627,relief_no_show,cliient signed for the extra hours but real reeason is relief no show agn
S104250,routine_or_unclear,nothing to report
S104099,routine_or_unclear,n/a
S107066,routine_or_unclear,"requested by centre management for load in, signed off"
S103601,relief_no_show,jacobs off sick. again. covered.
S105011,client_request,Client requested deep clean before the audit - approved
S103634,routine_or_unclear,ntr
S103549,client_request,klient het ekstra ure gevra vir stocktake
S106414,handover_delay,"waited 40 min for handover, OB book not signed"
S102937,relief_no_show,stood in for Molefe
S106884,routine_or_unclear,"GEDEK VIR HENDRICKS, SIEK GEMELD"
S107859,routine_or_unclear,
S107514,client_request,"client wanted extra man on the gate for the event, approved"
S101947,relief_no_show,"covering Mabaso post, no show no cll"
S108374,relief_no_show,"relief only arrived 06h00, stayyed until then"
S104492,relief_no_show,relief no show AGGAIN
S109335,client_request,"client asked us to stay for the delivery, ok'd by centre mgmt"
S108103,routine_or_unclear,no incidents
S101011,handover_delay,"handover late again, keys missing"
S107101,routine_or_unclear,quiet shift
S100886,client_request,klient het ekstra ure gevra vir stocktake
S103065,handover_delay,"waited 40 min for handover, OB book not signed"
S105811,relief_no_show,"still on site, relief was suppose to come 0600"
S100922,client_request,"client wanted extra man on the gate for the event, approved"
S107253,routine_or_unclear,"machine down again, took twice as long"
S100473,client_request,"clint says stay till six, doont know if office approved"
S101512,routine_or_unclear,"lift out of order, everything carried up stairs, took long"
S105973,routine_or_unclear,"Naidoo abset, took her runds as weell"
S109203,routine_or_unclear,"Fourie absen, took her rounds as well"
S102376,client_request,"extra patrol per client emaail, apprroved by office"
S104162,routine_or_unclear,quiet shift
S108378,relief_no_show,"covering Jacobs post, no show no call"
S102860,relief_no_show,"relief never arrived, stayed on till six.."
S108045,relief_no_show,Covered for Sithole agn - 3rd time this month
S100416,client_request,"extra patrol per client email, approved by office"
S100553,relief_no_show,"control room says relief coming, nobody came"
S106578,client_request,centre manager requested additional cover for stocktake !
S103436,relief_no_show,"fourie didnt come in, covered the post"
S106657,handover_delay,"waited 30 min for handover, OB book not signed.."
S100222,routine_or_unclear,
S102131,client_request,"client asked us to stay for the deliivery, ok'd by centre mgmt"
S102206,routine_or_unclear,all good
S107980,relief_no_show,"control room sayys relief coming, noboddy came"
S101027,routine_or_unclear,ntr
S102265,routine_or_unclear,ok
S105840,relief_no_show,"no replacement sent, ngicela sort this out"
S104369,relief_no_show,"covering sibiya post, no show no call"
S109245,routine_or_unclear,no issues on site
S106428,relief_no_show,"waited for relief, nobody came through"
S106726,routine_or_unclear,all quiet
S104286,routine_or_unclear,all good
S109318,relief_no_show,"control room says relief coming, nobody came"
S107314,routine_or_unclear,"gedek vir ngcobo, siek gemeld"
S101268,routine_or_unclear,"took Jacobs shift as wel, 2 posts 1 guard"
S103801,routine_or_unclear,sharp
S102117,handover_delay,shift handover delayed by 25 min
S103605,relief_no_show,Ngcobo off sick. agn. covered.
S105649,relief_no_show,Covered for Zulu again - 3rd time this month
S103805,routine_or_unclear,"covering Zulu post, no sow no call"
S104662,routine_or_unclear,"worked through, Botha at the clinic"
S108863,routine_or_unclear,"double duty today, sithole on family responsibility leave"
S108464,relief_no_show,"next shift akafikanga, ngihlale kuze kue six"
S103768,client_request,"client wanted extra man on the gate for the event, approved"
S106467,client_request,Client asked for extra patrol after the break-in Tuesday
S107876,relief_no_show,"relief never arrived, sayed on till 6am"
S108453,handover_delay,"waited 30 min for handover, OB book not signed"
S106960,client_request,Client asked for extra patrol after the break-in Tuessday
S107620,relief_no_show,client signed for the extra hours but real reason is relief no show again
S106436,relief_no_show,"control room says relief coming, nobody came"
S100015,routine_or_unclear,quiet shift
S109351,handover_delay,"waited 45 min for handover, OB book not signed.."
S101865,handover_delay,"handover late again, keys missing"
S100343,routine_or_unclear,"scrubber broke down, had to do the floor manually"
S102628,routine_or_unclear,"lift out of orrder, everything carried up stairs, took long"
S105144,routine_or_unclear,
S106167,client_request,Client asked for extra patrol after the break-in Tuseday
S109291,relief_no_show,"COVERING MOLEFE POST, NO SHOW NO CALL"
S107036,routine_or_unclear,all quiet
S101324,routine_or_unclear,"requested by centre management for load in, signed off"
S102771,relief_no_show,"no replacement sent, ngicela sort this out"
S103828,routine_or_unclear,"lift out of order, everything carried up stairs, took long"
S106963,relief_no_show,double shift bc relief never pitched..
S100350,routine_or_unclear,"took Maluleke shiift as well, 2 posts 1 guard.."
S105251,routine_or_unclear,no incidents
S109337,routine_or_unclear,"aflos het nie opgedaag nie, moes aanbly"
S107030,routine_or_unclear,akukho lutho
S107531,routine_or_unclear,"MACHINE DOWN AGN, TOOK TWICE AS LONG"
S103094,relief_no_show,"uNaidoo akezanga namhlanje, ngimele yena"
S108359,routine_or_unclear,"gaate motor failed, manned it by hand till 06:00"
S107983,client_request,"stocktake ran over, client asked us to remain, they know they pay for it"
S106270,routine_or_unclear,ntr
S104755,routine_or_unclear,as per normal
S108437,relief_no_show,"relief never arrived, stayed on till 6"
S108936,routine_or_unclear,all good
S104485,routine_or_unclear,
S107191,relief_no_show,Mthembu off sicck. again. covered.
S107032,handover_delay,"oorhandiging was laat, gewag vir sleutels.."
S107658,relief_no_show,Jacobs off sic. again. covered.
S102474,routine_or_unclear,akukho lutho
S108807,routine_or_unclear,"gate motor failed, manned it by hand till 06:00"
S105639,routine_or_unclear,as per normal
S103380,relief_no_show,Next shift guard did not pitch. Had to cover.
S100305,relief_no_show,"uBaloyi akezanga namhlanje, ngimele yena.."
S106612,routine_or_unclear,sharp
S104114,relief_no_show,"relief never arrived, stayed on till 6am"
S107752,equipment_failure,"generator fault, stayed to monitor"
S103631,relief_no_show,"WAITED FOR RELIEF, NOBODY CAME THROUGH"
S101281,routine_or_unclear,akukho lutho
S107724,client_request,"stocktake ran over, client asked us to remain, they know they pay for it"
S108830,routine_or_unclear,"requested by cenre management for load in, siged off"
S106222,routine_or_unclear,"scrubber broke down, had to do the floor manually"
S105604,routine_or_unclear,"ndlovu absent, took her rounds as well"
S104081,relief_no_show,"no replacement sent, ngicela sort this out"
S107132,relief_no_show,stood in for Motaug
S104538,routine_or_unclear,ok
S106341,routine_or_unclear,"double duty today, sibiya on family responsibility leave"
S107889,routine_or_unclear,"additional cover requested by site manager, signed off"
S101533,routine_or_unclear,"gate motor failed, manned it by hand till 06h00"
S103759,client_request,"client wanted extra man on the gate for the event, approved"
S105298,routine_or_unclear,nothing to report
S104929,relief_no_show,"uMolefe akezanga namhlanje, ngimele yena"
S103561,routine_or_unclear,"toook motaung shift as well, 2 posts 1 guard"
S106152,routine_or_unclear,no issues on site
S103404,routine_or_unclear,"took Dlamini shiift as well, 2 psots 1 guard"
S108615,relief_no_show,wyk off sick. again. covered..
S100880,routine_or_unclear,"Ndlovu absent, took her rounds as well"
S106530,handover_delay,shift handover delayed by 25 min
S107460,client_request,"stocktake ran over, client asked us to remain, they know they pay for it.."
S105794,relief_no_show,Covered for Sithole again - 3rd time this month
S108813,client_request,Client asked for extra patrol after the brea-kin Tuesday
S105097,relief_no_show,"still on site, relief was suppose to come 06:00"
S104127,client_request,"client asked us to stay for the delivery, ok'd by centre mgmt.."
S107343,relief_no_show,"umabaso akezanga namhlanje, ngimele yena.."
S107062,routine_or_unclear,"lift out of order, everything carried up stairs, took long"
S100273,routine_or_unclear,Covering for Molefe - booked off sick
S108901,routine_or_unclear,fine
S108349,client_request,klieent het ekstra ure gevra vir stocktake
S107147,routine_or_unclear,"machine down again, took twice as long.."
S100281,routine_or_unclear,"requested by centre management for load in, signed off !"
S100538,client_request,"client asked us to stay for the delivery, ok'd by centre mgmt.."
S106516,handover_delay,"handover late again, keys missing.."
S108299,routine_or_unclear,no issues on site
S100596,handover_delay,shift handover delayed by 45 min
S102082,relief_no_show,"covering Ndlovu post, no show no call"
S104102,relief_no_show,"usibiya akezanga namhlanje, ngimele yena.."
S100691,routine_or_unclear,"machine down again, took twice as long"
S104098,routine_or_unclear,fine
S105612,routine_or_unclear,"Botha absent, took her rounds as well.."
S101811,relief_no_show,Next shifft guard did not pitch. Had to cover.
S100381,relief_no_show,"still on site, relief was supose to come six"
S108015,relief_no_show,"COVERING SIBIYA POST, NO SHOW NO CALL"
S106575,routine_or_unclear,"took Mthembu shift as well, 2 possts 1 guard"
S104461,routine_or_unclear,no incidents
S109344,relief_no_show,motaung off sick. again. covered.
S105742,routine_or_unclear,"Motaung absent, took her rounds as well"
S107902,relief_no_show,"next shift akafikanga, ngihlale kuze kube 06h00"
S108847,routine_or_unclear,"reequested by centre management for load in, signed off.."
S109070,routine_or_unclear,"gedek vir Wyk, siek gemeld"
S105652,handover_delay,"handover late agn, keys missing"
S108189,client_request,Client requested deep clean before the audit - approved..
S101786,handover_delay,"handover late agian, keys missing"
S107322,routine_or_unclear,"client says stay till 06h00, dont know if office apprved"
